Member No.;Location;Stress;Design;Loading;Design Check;Design Check;
13;0.150;1;DS1;CO14;0.015;SP2100.00;Section Proof | Torsion acc. to EN 1993-1-1, 6.2.7
13;0.000;;DS1;CO5;0.009;SP3100.02;Section Proof | Shear in z-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
13;0.150;4;DS1;CO11;0.017;SP3400.01;Section Proof | Shear and torsion acc. to EN 1993-1-1, 6.2.6(4) and 6.2.7(5) | Elastic design
13;0.000;11;DS1;CO6;0.011;SP3400.02;Section Proof | Shear acc. to EN 1993-1-1, 6.2.6(4) | Elastic design
13;0.000;;DS1;CO1;0.000;SP3500.00;Section Proof | Shear buckling acc. to EN 1993-1-5, 5.1, 5.2, 5.3 and 5.5
13;0.150;;DS1;CO5;0.294;SP4100.03;Section Proof | Bending about y-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
13;0.000;1;DS1;CO14;0.209;SP6100.00;Section Proof | Axial and shear stress acc. to EN 1993-1-1, 6.2.1(5) | Elastic design
13;0.000;1;DS1;CO8;0.376;SP6200.00;Section Proof | Bending, axial force and shear acc. to EN 1993-1-1, 6.2.9.2, 6.2.9.3, 6.2.10 | Elastic design
13;0.150;;DS1;CO5;0.294;SP6500.02;Section Proof | Bending about y-axis, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
13;0.000;;DS1;CO1;0.000;ST1100.00;Stability | Flexural buckling about principal y-axis acc. to EN 1993-1-1, 6.3.1
13;0.000;;DS1;CO1;0.000;ST1300.00;Stability | Flexural buckling about principal z-axis acc. to EN 1993-1-1, 6.3.1
13;0.000;;DS1;CO1;0.000;ST1500.00;Stability | Torsional buckling acc. to EN 1993-1-1, 6.3.1
13;0.150;;DS1;RC1;0.403;ST3100.00;Stability | Bending and buckling about principal axes acc. to EN 1993-1-1, 6.3.3
13;0.000;;DS2;CO20;0.000;SE0100.00;Serviceability | Negligible deflections
13;0.075;;DS2;CO27;0.006;SE1100.00;Serviceability | Deflections in z-direction
13;0.000;;DS1;CO11;Warning;WA5001.00;Warning | Torsion is neglected for stability design checks
13;;;;;;;
14;Beam | 1 - IPE 500 | L : 0.075 m;;;;;;
14;0.000;;DS1;RC1;0.000;SP0100.00;Section Proof | Negligible internal forces
14;0.075;;DS1;CO6;0.026;SP1200.00;Section Proof | Compression acc. to EN 1993-1-1, 6.2.4
14;0.075;;DS1;CO7;0.045;SP3100.02;Section Proof | Shear in z-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
14;0.075;11;DS1;CO8;0.060;SP3400.02;Section Proof | Shear acc. to EN 1993-1-1, 6.2.6(4) | Elastic design
14;0.000;;DS1;CO1;0.000;SP3500.00;Section Proof | Shear buckling acc. to EN 1993-1-5, 5.1, 5.2, 5.3 and 5.5
14;0.000;;DS1;CO5;0.137;SP4100.03;Section Proof | Bending about y-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
14;0.000;8;DS1;CO9;0.186;SP6200.00;Section Proof | Bending, axial force and shear acc. to EN 1993-1-1, 6.2.9.2, 6.2.9.3, 6.2.10 | Elastic design
14;0.000;;DS1;CO5;0.137;SP6500.02;Section Proof | Bending about y-axis, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
14;0.000;;DS1;CO1;0.000;ST1100.00;Stability | Flexural buckling about principal y-axis acc. to EN 1993-1-1, 6.3.1
14;0.000;;DS1;CO1;0.000;ST1300.00;Stability | Flexural buckling about principal z-axis acc. to EN 1993-1-1, 6.3.1
14;0.000;;DS1;CO1;0.000;ST1500.00;Stability | Torsional buckling acc. to EN 1993-1-1, 6.3.1
14;0.075;;DS1;RC1;0.207;ST3100.00;Stability | Bending and buckling about principal axes acc. to EN 1993-1-1, 6.3.3
14;0.000;;DS2;CO20;0.000;SE0100.00;Serviceability | Negligible deflections
14;;;;;;;
15;Beam | 1 - IPE 500 | L : 4.000 m;;;;;;
15;0.000;;DS1;RC1;0.000;SP0100.00;Section Proof | Negligible internal forces
15;0.000;;DS1;CO8;0.041;SP1200.00;Section Proof | Compression acc. to EN 1993-1-1, 6.2.4
15;4.000;1;DS1;CO9;0.025;SP2100.00;Section Proof | Torsion acc. to EN 1993-1-1, 6.2.7
15;4.000;;DS1;CO7;0.081;SP3100.01;Section Proof | Shear in z-axis and torsion acc. to EN 1993-1-1, 6.2.7(9) | Plastic design
15;1.000;;DS1;CO8;0.083;SP3100.02;Section Proof | Shear in z-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
15;4.000;;DS1;CO9;0.002;SP3200.01;Section Proof | Shear in y-axis and torsion acc. to EN 1993-1-1, 6.2.7(9) | Plastic design
15;4.000;;DS1;CO4;0.001;SP3200.02;Section Proof | Shear in y-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
15;3.500;11;DS1;CO9;0.117;SP3400.01;Section Proof | Shear and torsion acc. to EN 1993-1-1, 6.2.6(4) and 6.2.7(5) | Elastic design
15;0.000;11;DS1;CO8;0.114;SP3400.02;Section Proof | Shear acc. to EN 1993-1-1, 6.2.6(4) | Elastic design
15;0.000;;DS1;CO1;0.000;SP3500.00;Section Proof | Shear buckling acc. to EN 1993-1-5, 5.1, 5.2, 5.3 and 5.5
15;4.000;;DS1;CO7;0.516;SP4100.03;Section Proof | Bending about y-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
15;4.000;5;DS1;CO7;0.623;SP6100.00;Section Proof | Axial and shear stress acc. to EN 1993-1-1, 6.2.1(5) | Elastic design
15;3.500;1;DS1;CO7;0.562;SP6200.00;Section Proof | Bending, axial force and shear acc. to EN 1993-1-1, 6.2.9.2, 6.2.9.3, 6.2.10 | Elastic design
15;4.000;;DS1;CO7;0.516;SP6500.02;Section Proof | Bending about y-axis, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
15;0.000;;DS1;CO1;0.000;ST1100.00;Stability | Flexural buckling about principal y-axis acc. to EN 1993-1-1, 6.3.1
15;0.000;;DS1;CO8;0.159;ST1300.00;Stability | Flexural buckling about principal z-axis acc. to EN 1993-1-1, 6.3.1
15;0.000;;DS1;CO1;0.000;ST1500.00;Stability | Torsional buckling acc. to EN 1993-1-1, 6.3.1
15;0.000;;DS1;RC1;1.704;ST3100.00;Stability | Bending and buckling about principal axes acc. to EN 1993-1-1, 6.3.3
15;0.000;;DS2;CO20;0.000;SE0100.00;Serviceability | Negligible deflections
15;2.500;;DS2;CO26;0.141;SE1100.00;Serviceability | Deflections in z-direction
15;2.000;;DS2;CO28;0.031;SE1200.00;Serviceability | Deflections in y-direction
15;3.000;;DS1;CO9;Warning;WA5001.00;Warning | Torsion is neglected for stability design checks
15;;;;;;;
16;Beam | 1 - IPE 500 | L : 4.000 m;;;;;;
16;0.000;;DS1;RC1;0.000;SP0100.00;Section Proof | Negligible internal forces
16;0.000;;DS1;CO6;0.041;SP1200.00;Section Proof | Compression acc. to EN 1993-1-1, 6.2.4
16;4.000;1;DS1;CO9;0.024;SP2100.00;Section Proof | Torsion acc. to EN 1993-1-1, 6.2.7
16;4.000;;DS1;CO8;0.075;SP3100.01;Section Proof | Shear in z-axis and torsion acc. to EN 1993-1-1, 6.2.7(9) | Plastic design
16;1.000;;DS1;CO5;0.082;SP3100.02;Section Proof | Shear in z-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
16;4.000;;DS1;CO9;0.001;SP3200.01;Section Proof | Shear in y-axis and torsion acc. to EN 1993-1-1, 6.2.7(9) | Plastic design
16;4.000;;DS1;CO4;0.002;SP3200.02;Section Proof | Shear in y-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
16;3.500;11;DS1;CO9;0.111;SP3400.01;Section Proof | Shear and torsion acc. to EN 1993-1-1, 6.2.6(4) and 6.2.7(5) | Elastic design
16;0.000;11;DS1;CO5;0.109;SP3400.02;Section Proof | Shear acc. to EN 1993-1-1, 6.2.6(4) | Elastic design
16;0.000;;DS1;CO1;0.000;SP3500.00;Section Proof | Shear buckling acc. to EN 1993-1-5, 5.1, 5.2, 5.3 and 5.5
16;4.000;;DS1;CO5;0.513;SP4100.03;Section Proof | Bending about y-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
16;4.000;18;DS1;CO9;0.580;SP6100.00;Section Proof | Axial and shear stress acc. to EN 1993-1-1, 6.2.1(5) | Elastic design
16;3.500;14;DS1;CO4;0.534;SP6200.00;Section Proof | Bending, axial force and shear acc. to EN 1993-1-1, 6.2.9.2, 6.2.9.3, 6.2.10 | Elastic design
16;4.000;;DS1;CO5;0.513;SP6500.02;Section Proof | Bending about y-axis, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
16;0.000;;DS1;CO1;0.000;ST1100.00;Stability | Flexural buckling about principal y-axis acc. to EN 1993-1-1, 6.3.1
16;0.000;;DS1;CO6;0.160;ST1300.00;Stability | Flexural buckling about principal z-axis acc. to EN 1993-1-1, 6.3.1
16;0.000;;DS1;CO1;0.000;ST1500.00;Stability | Torsional buckling acc. to EN 1993-1-1, 6.3.1
16;0.000;;DS1;RC1;1.696;ST3100.00;Stability | Bending and buckling about principal axes acc. to EN 1993-1-1, 6.3.3
16;0.000;;DS2;CO20;0.000;SE0100.00;Serviceability | Negligible deflections
16;2.500;;DS2;CO24;0.139;SE1100.00;Serviceability | Deflections in z-direction
16;2.000;;DS2;CO28;0.027;SE1200.00;Serviceability | Deflections in y-direction
16;3.000;;DS1;CO9;Warning;WA5001.00;Warning | Torsion is neglected for stability design checks
16;;;;;;;
17;Beam | 1 - IPE 500 | L : 1.650 m;;;;;;
17;0.000;;DS1;RC1;0.000;SP0100.00;Section Proof | Negligible internal forces
17;0.000;;DS1;CO8;0.028;SP1200.00;Section Proof | Compression acc. to EN 1993-1-1, 6.2.4
17;1.650;1;DS1;CO11;0.028;SP2100.00;Section Proof | Torsion acc. to EN 1993-1-1, 6.2.7
17;1.155;;DS1;CO11;0.046;SP3100.01;Section Proof | Shear in z-axis and torsion acc. to EN 1993-1-1, 6.2.7(9) | Plastic design
17;0.000;;DS1;CO5;0.099;SP3100.02;Section Proof | Shear in z-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
17;1.650;11;DS1;CO6;0.138;SP3400.01;Section Proof | Shear and torsion acc. to EN 1993-1-1, 6.2.6(4) and 6.2.7(5) | Elastic design
17;0.000;11;DS1;CO6;0.132;SP3400.02;Section Proof | Shear acc. to EN 1993-1-1, 6.2.6(4) | Elastic design
17;0.000;;DS1;CO1;0.000;SP3500.00;Section Proof | Shear buckling acc. to EN 1993-1-5, 5.1, 5.2, 5.3 and 5.5
17;0.000;;DS1;CO5;0.514;SP4100.03;Section Proof | Bending about y-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
17;0.000;21;DS1;CO16;0.449;SP6100.00;Section Proof | Axial and shear stress acc. to EN 1993-1-1, 6.2.1(5) | Elastic design
17;0.000;21;DS1;CO6;0.597;SP6200.00;Section Proof | Bending, axial force and shear acc. to EN 1993-1-1, 6.2.9.2, 6.2.9.3, 6.2.10 | Elastic design
17;0.000;;DS1;CO5;0.514;SP6500.02;Section Proof | Bending about y-axis, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
17;0.000;;DS1;CO1;0.000;ST1100.00;Stability | Flexural buckling about principal y-axis acc. to EN 1993-1-1, 6.3.1
17;0.000;;DS1;CO1;0.000;ST1300.00;Stability | Flexural buckling about principal z-axis acc. to EN 1993-1-1, 6.3.1
17;0.000;;DS1;CO1;0.000;ST1500.00;Stability | Torsional buckling acc. to EN 1993-1-1, 6.3.1
17;0.000;;DS1;RC1;0.621;ST3100.00;Stability | Bending and buckling about principal axes acc. to EN 1993-1-1, 6.3.3
17;0.000;;DS2;CO20;0.000;SE0100.00;Serviceability | Negligible deflections
17;0.660;;DS2;RC2;0.098;SE1100.00;Serviceability | Deflections in z-direction
17;0.000;;DS1;CO11;Warning;WA5001.00;Warning | Torsion is neglected for stability design checks
17;;;;;;;
18;Beam | 1 - IPE 500 | L : 1.575 m;;;;;;
18;0.000;;DS1;RC1;0.000;SP0100.00;Section Proof | Negligible internal forces
18;0.000;;DS1;CO8;0.029;SP1200.00;Section Proof | Compression acc. to EN 1993-1-1, 6.2.4
18;0.000;;DS1;CO5;0.044;SP3100.02;Section Proof | Shear in z-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
18;0.000;11;DS1;CO6;0.058;SP3400.02;Section Proof | Shear acc. to EN 1993-1-1, 6.2.6(4) | Elastic design
18;0.000;;DS1;CO1;0.000;SP3500.00;Section Proof | Shear buckling acc. to EN 1993-1-5, 5.1, 5.2, 5.3 and 5.5
18;1.575;;DS1;CO7;0.236;SP4100.03;Section Proof | Bending about y-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
18;1.575;1;DS1;CO6;0.303;SP6200.00;Section Proof | Bending, axial force and shear acc. to EN 1993-1-1, 6.2.9.2, 6.2.9.3, 6.2.10 | Elastic design
18;1.575;;DS1;CO7;0.236;SP6500.02;Section Proof | Bending about y-axis, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
18;0.000;;DS1;CO1;0.000;ST1100.00;Stability | Flexural buckling about principal y-axis acc. to EN 1993-1-1, 6.3.1
18;0.000;;DS1;CO1;0.000;ST1300.00;Stability | Flexural buckling about principal z-axis acc. to EN 1993-1-1, 6.3.1
18;0.000;;DS1;CO1;0.000;ST1500.00;Stability | Torsional buckling acc. to EN 1993-1-1, 6.3.1
18;0.000;;DS1;RC1;0.323;ST3100.00;Stability | Bending and buckling about principal axes acc. to EN 1993-1-1, 6.3.3
18;0.000;;DS2;CO20;0.000;SE0100.00;Serviceability | Negligible deflections
18;0.787;;DS2;CO26;0.039;SE1100.00;Serviceability | Deflections in z-direction
18;0.630;;DS2;CO32;0.002;SE1200.00;Serviceability | Deflections in y-direction
18;;;;;;;
19;Beam | 1 - IPE 500 | L : 0.150 m;;;;;;
19;0.000;;DS1;RC1;0.000;SP0100.00;Section Proof | Negligible internal forces
19;0.150;;DS1;CO8;0.027;SP1200.00;Section Proof | Compression acc. to EN 1993-1-1, 6.2.4
19;0.000;;DS1;CO5;0.009;SP3100.02;Section Proof | Shear in z-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
19;0.150;4;DS1;CO14;0.018;SP3400.01;Section Proof | Shear and torsion acc. to EN 1993-1-1, 6.2.6(4) and 6.2.7(5) | Elastic design
19;0.000;11;DS1;CO9;0.011;SP3400.02;Section Proof | Shear acc. to EN 1993-1-1, 6.2.6(4) | Elastic design
19;0.000;;DS1;CO1;0.000;SP3500.00;Section Proof | Shear buckling acc. to EN 1993-1-5, 5.1, 5.2, 5.3 and 5.5
19;0.150;;DS1;CO5;0.295;SP4100.03;Section Proof | Bending about y-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
19;0.113;1;DS1;CO19;0.261;SP6100.00;Section Proof | Axial and shear stress acc. to EN 1993-1-1, 6.2.1(5) | Elastic design
19;0.000;8;DS1;CO6;0.376;SP6200.00;Section Proof | Bending, axial force and shear acc. to EN 1993-1-1, 6.2.9.2, 6.2.9.3, 6.2.10 | Elastic design
19;0.150;;DS1;CO5;0.295;SP6500.02;Section Proof | Bending about y-axis, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
19;0.000;;DS1;CO1;0.000;ST1100.00;Stability | Flexural buckling about principal y-axis acc. to EN 1993-1-1, 6.3.1
19;0.000;;DS1;CO1;0.000;ST1300.00;Stability | Flexural buckling about principal z-axis acc. to EN 1993-1-1, 6.3.1
19;0.000;;DS1;CO1;0.000;ST1500.00;Stability | Torsional buckling acc. to EN 1993-1-1, 6.3.1
19;0.150;;DS1;RC1;0.406;ST3100.00;Stability | Bending and buckling about principal axes acc. to EN 1993-1-1, 6.3.3
19;0.000;;DS2;CO20;0.000;SE0100.00;Serviceability | Negligible deflections
19;0.075;;DS2;CO25;0.006;SE1100.00;Serviceability | Deflections in z-direction
19;0.000;;DS1;CO11;Warning;WA5001.00;Warning | Torsion is neglected for stability design checks
19;;;;;;;
20;Beam | 1 - IPE 500 | L : 0.075 m;;;;;;
20;0.000;;DS1;RC1;0.000;SP0100.00;Section Proof | Negligible internal forces
20;0.075;;DS1;CO8;0.027;SP1200.00;Section Proof | Compression acc. to EN 1993-1-1, 6.2.4
20;0.075;;DS1;CO7;0.045;SP3100.02;Section Proof | Shear in z-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
20;0.075;11;DS1;CO6;0.060;SP3400.02;Section Proof | Shear acc. to EN 1993-1-1, 6.2.6(4) | Elastic design
20;0.000;;DS1;CO1;0.000;SP3500.00;Section Proof | Shear buckling acc. to EN 1993-1-5, 5.1, 5.2, 5.3 and 5.5
20;0.000;;DS1;CO5;0.137;SP4100.03;Section Proof | Bending about y-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
20;0.000;8;DS1;CO9;0.186;SP6200.00;Section Proof | Bending, axial force and shear acc. to EN 1993-1-1, 6.2.9.2, 6.2.9.3, 6.2.10 | Elastic design
20;0.000;;DS1;CO5;0.137;SP6500.02;Section Proof | Bending about y-axis, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
20;0.000;;DS1;CO1;0.000;ST1100.00;Stability | Flexural buckling about principal y-axis acc. to EN 1993-1-1, 6.3.1
20;0.000;;DS1;CO1;0.000;ST1300.00;Stability | Flexural buckling about principal z-axis acc. to EN 1993-1-1, 6.3.1
20;0.000;;DS1;CO1;0.000;ST1500.00;Stability | Torsional buckling acc. to EN 1993-1-1, 6.3.1
20;0.075;;DS1;RC1;0.207;ST3100.00;Stability | Bending and buckling about principal axes acc. to EN 1993-1-1, 6.3.3
20;0.000;;DS2;CO20;0.000;SE0100.00;Serviceability | Negligible deflections
20;;;;;;;
21;Beam | 1 - IPE 500 | L : 4.000 m;;;;;;
21;0.000;;DS1;RC1;0.000;SP0100.00;Section Proof | Negligible internal forces
21;0.000;;DS1;CO6;0.041;SP1200.00;Section Proof | Compression acc. to EN 1993-1-1, 6.2.4
21;4.000;1;DS1;CO9;0.024;SP2100.00;Section Proof | Torsion acc. to EN 1993-1-1, 6.2.7
21;4.000;;DS1;CO7;0.081;SP3100.01;Section Proof | Shear in z-axis and torsion acc. to EN 1993-1-1, 6.2.7(9) | Plastic design
21;1.000;;DS1;CO6;0.083;SP3100.02;Section Proof | Shear in z-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
21;4.000;;DS1;CO7;0.002;SP3200.01;Section Proof | Shear in y-axis and torsion acc. to EN 1993-1-1, 6.2.7(9) | Plastic design
21;4.000;;DS1;CO4;0.002;SP3200.02;Section Proof | Shear in y-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
21;3.500;11;DS1;CO9;0.111;SP3400.01;Section Proof | Shear and torsion acc. to EN 1993-1-1, 6.2.6(4) and 6.2.7(5) | Elastic design
21;0.000;11;DS1;CO6;0.115;SP3400.02;Section Proof | Shear acc. to EN 1993-1-1, 6.2.6(4) | Elastic design
21;0.000;;DS1;CO1;0.000;SP3500.00;Section Proof | Shear buckling acc. to EN 1993-1-5, 5.1, 5.2, 5.3 and 5.5
21;4.000;;DS1;CO7;0.517;SP4100.03;Section Proof | Bending about y-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
21;4.000;5;DS1;CO7;0.625;SP6100.00;Section Proof | Axial and shear stress acc. to EN 1993-1-1, 6.2.1(5) | Elastic design
21;3.500;1;DS1;CO7;0.564;SP6200.00;Section Proof | Bending, axial force and shear acc. to EN 1993-1-1, 6.2.9.2, 6.2.9.3, 6.2.10 | Elastic design
21;4.000;;DS1;CO7;0.517;SP6500.02;Section Proof | Bending about y-axis, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
21;0.000;;DS1;CO1;0.000;ST1100.00;Stability | Flexural buckling about principal y-axis acc. to EN 1993-1-1, 6.3.1
21;0.000;;DS1;CO6;0.159;ST1300.00;Stability | Flexural buckling about principal z-axis acc. to EN 1993-1-1, 6.3.1
21;0.000;;DS1;CO1;0.000;ST1500.00;Stability | Torsional buckling acc. to EN 1993-1-1, 6.3.1
21;0.000;;DS1;RC1;1.703;ST3100.00;Stability | Bending and buckling about principal axes acc. to EN 1993-1-1, 6.3.3
21;0.000;;DS2;CO20;0.000;SE0100.00;Serviceability | Negligible deflections
21;2.500;;DS2;CO25;0.141;SE1100.00;Serviceability | Deflections in z-direction
21;2.000;;DS2;CO28;0.027;SE1200.00;Serviceability | Deflections in y-direction
21;3.000;;DS1;CO9;Warning;WA5001.00;Warning | Torsion is neglected for stability design checks
21;;;;;;;
22;Beam | 1 - IPE 500 | L : 4.000 m;;;;;;
22;0.000;;DS1;RC1;0.000;SP0100.00;Section Proof | Negligible internal forces
22;0.000;;DS1;CO5;0.036;SP1200.00;Section Proof | Compression acc. to EN 1993-1-1, 6.2.4
22;4.000;1;DS1;CO9;0.024;SP2100.00;Section Proof | Torsion acc. to EN 1993-1-1, 6.2.7
22;4.000;;DS1;CO8;0.075;SP3100.01;Section Proof | Shear in z-axis and torsion acc. to EN 1993-1-1, 6.2.7(9) | Plastic design
22;1.000;;DS1;CO5;0.081;SP3100.02;Section Proof | Shear in z-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
22;4.000;;DS1;CO9;0.001;SP3200.01;Section Proof | Shear in y-axis and torsion acc. to EN 1993-1-1, 6.2.7(9) | Plastic design
22;4.000;;DS1;CO4;0.001;SP3200.02;Section Proof | Shear in y-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
22;3.500;11;DS1;CO9;0.112;SP3400.01;Section Proof | Shear and torsion acc. to EN 1993-1-1, 6.2.6(4) and 6.2.7(5) | Elastic design
22;0.000;11;DS1;CO9;0.108;SP3400.02;Section Proof | Shear acc. to EN 1993-1-1, 6.2.6(4) | Elastic design
22;0.000;;DS1;CO1;0.000;SP3500.00;Section Proof | Shear buckling acc. to EN 1993-1-5, 5.1, 5.2, 5.3 and 5.5
22;4.000;;DS1;CO5;0.506;SP4100.03;Section Proof | Bending about y-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
22;4.000;18;DS1;CO9;0.587;SP6100.00;Section Proof | Axial and shear stress acc. to EN 1993-1-1, 6.2.1(5) | Elastic design
22;3.500;14;DS1;CO9;0.531;SP6200.00;Section Proof | Bending, axial force and shear acc. to EN 1993-1-1, 6.2.9.2, 6.2.9.3, 6.2.10 | Elastic design
22;4.000;;DS1;CO5;0.506;SP6500.02;Section Proof | Bending about y-axis, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
22;0.000;;DS1;CO1;0.000;ST1100.00;Stability | Flexural buckling about principal y-axis acc. to EN 1993-1-1, 6.3.1
22;0.000;;DS1;CO5;0.140;ST1300.00;Stability | Flexural buckling about principal z-axis acc. to EN 1993-1-1, 6.3.1
22;0.000;;DS1;CO1;0.000;ST1500.00;Stability | Torsional buckling acc. to EN 1993-1-1, 6.3.1
22;0.000;;DS1;RC1;1.658;ST3100.00;Stability | Bending and buckling about principal axes acc. to EN 1993-1-1, 6.3.3
22;0.000;;DS2;CO20;0.000;SE0100.00;Serviceability | Negligible deflections
22;2.500;;DS2;CO24;0.137;SE1100.00;Serviceability | Deflections in z-direction
22;2.000;;DS2;CO28;0.027;SE1200.00;Serviceability | Deflections in y-direction
22;3.000;;DS1;CO9;Warning;WA5001.00;Warning | Torsion is neglected for stability design checks
22;;;;;;;
23;Beam | 1 - IPE 500 | L : 1.650 m;;;;;;
23;0.000;;DS1;RC1;0.000;SP0100.00;Section Proof | Negligible internal forces
23;0.000;;DS1;CO5;0.026;SP1200.00;Section Proof | Compression acc. to EN 1993-1-1, 6.2.4
23;1.485;1;DS1;CO11;0.028;SP2100.00;Section Proof | Torsion acc. to EN 1993-1-1, 6.2.7
23;1.155;;DS1;CO14;0.042;SP3100.01;Section Proof | Shear in z-axis and torsion acc. to EN 1993-1-1, 6.2.7(9) | Plastic design
23;0.000;;DS1;CO5;0.098;SP3100.02;Section Proof | Shear in z-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
23;1.650;11;DS1;CO6;0.134;SP3400.01;Section Proof | Shear and torsion acc. to EN 1993-1-1, 6.2.6(4) and 6.2.7(5) | Elastic design
23;0.000;11;DS1;CO9;0.129;SP3400.02;Section Proof | Shear acc. to EN 1993-1-1, 6.2.6(4) | Elastic design
23;0.000;;DS1;CO1;0.000;SP3500.00;Section Proof | Shear buckling acc. to EN 1993-1-5, 5.1, 5.2, 5.3 and 5.5
23;0.000;;DS1;CO5;0.507;SP4100.03;Section Proof | Bending about y-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
23;0.000;14;DS1;CO19;0.419;SP6100.00;Section Proof | Axial and shear stress acc. to EN 1993-1-1, 6.2.1(5) | Elastic design
23;0.000;14;DS1;CO9;0.579;SP6200.00;Section Proof | Bending, axial force and shear acc. to EN 1993-1-1, 6.2.9.2, 6.2.9.3, 6.2.10 | Elastic design
23;0.000;;DS1;CO5;0.507;SP6500.02;Section Proof | Bending about y-axis, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
23;0.000;;DS1;CO1;0.000;ST1100.00;Stability | Flexural buckling about principal y-axis acc. to EN 1993-1-1, 6.3.1
23;0.000;;DS1;CO1;0.000;ST1300.00;Stability | Flexural buckling about principal z-axis acc. to EN 1993-1-1, 6.3.1
23;0.000;;DS1;CO1;0.000;ST1500.00;Stability | Torsional buckling acc. to EN 1993-1-1, 6.3.1
